source_concept_id,original_source_concept_id,type,Reference FSN,Mapping relationship,Reference code system,Reference code,source_concept_name,CIEL concept_id
1722,1722,Diagnosis,Diabetes mellitus type 1 (disorder),SAME-AS,SNOMED-CT,46635009,Type 1 diabetes (E10),142474
1723,1723,Diagnosis,"Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)",NARROWER-THAN,SNOMED-CT,269475001,Malignant tumor of lymphatic and hematopoietic tissue (C96.7),110112
1724,1724,Diagnosis,Solar urticaria (disorder),SAME-AS,SNOMED-CT,10347006,"Urticaria, Solar (L56.3)",110169
1725,1725,Diagnosis,Esophageal herpes simplex infection (disorder),SAME-AS,SNOMED-CT,240477008,Herpes simplex esophagitis (B00.8),110516
1726,1726,Diagnosis,Fracture of great toe (disorder),SAME-AS,SNOMED-CT,208719004,Fracture of great toe (S92.4),110521
1727,1727,Diagnosis,Gastrointestinal stromal tumor (disorder),SAME-AS,SNOMED-CT,420120006,Stromal tumor of digestive system (D48.1),110771
1728,1728,Diagnosis,Fracture of base of skull (disorder),SAME-AS,SNOMED-CT,24063002,Fracture of Base of Skull (S02.1),110807
1729,1729,Diagnosis,Cerebrovascular accident (disorder),SAME-AS,SNOMED-CT,230690007,Cerebrovascular Accident (I64),111103
1730,1730,Diagnosis,Vitiligo (disorder),SAME-AS,SNOMED-CT,56727007,Vitiligo (L80),111459
1731.1,1731,Diagnosis,Birth weight 999 g or less (finding),NARROWER-THAN,SNOMED-CT,310660006,"Extreme prematurity, < 28 weeks gestation (P07.2)",111523
1731.2,1731,Diagnosis,Extreme immaturity (disorder),NARROWER-THAN,SNOMED-CT,276658003,"Extreme prematurity, < 28 weeks gestation (P07.2)",111523
1732,1732,Diagnosis,Vaginal enterocele (disorder),SAME-AS,SNOMED-CT,398061002,Vaginal Enterocele (N81.5),111588
1733,1733,Diagnosis,Inversion of uterus (disorder),SAME-AS,SNOMED-CT,27215002,Uterine Inversion (N85.5),111616
1734,1734,Diagnosis,Urolithiasis (disorder),SAME-AS,SNOMED-CT,95566004,Urinary calculus (N20.9),111628
1735,1735,Diagnosis,Polyarthropathy (disorder),NARROWER-THAN,SNOMED-CT,36186002,Polyarthropathy or Polyarthritis (M15.9),111662
1736,1736,Diagnosis,Umbilical cord complication during labor and delivery (disorder),SAME-AS,SNOMED-CT,740597009,Umbilical Cord Complication During Labor and Delivery (O69.9),111705
1737,1737,Diagnosis,Twin pregnancy (finding),SAME-AS,SNOMED-CT,65147003,Twin Pregnancy (O30.0),111772
1738,1738,Diagnosis,Congestive cardiomyopathy (disorder),SAME-AS,SNOMED-CT,399020009,Dilated cardiomyopathy (I42.0),143624
1739,1739,Diagnosis,Tuberculosis of skin and subcutaneous tissue (disorder),SAME-AS,SNOMED-CT,271423008,Tuberculosis of skin and subcutaneous tissue (A18.4),111939
1740,1740,Diagnosis,Tuberculosis of meninges (disorder),SAME-AS,SNOMED-CT,58437007,Tuberculous Meningitis (A17.0),111967
1741,1741,Diagnosis,Tuberculous peritonitis (disorder),SAME-AS,SNOMED-CT,44572005,Tuberculosis of the peritonium (A18.3),111816
1742,1742,Diagnosis,Tuberculosis of central nervous system (disorder),SAME-AS,SNOMED-CT,10706006,Tuberculosis Of Central Nervous System (A17.9),112094
1743,1743,Diagnosis,Tuberculosis of bones and/or joints (disorder),SAME-AS,SNOMED-CT,17653001,Tuberculosis of bones and joints (A18.0),112115
1744,1744,Diagnosis,Tuberculoid leprosy (disorder),SAME-AS,SNOMED-CT,70143003,Tuberculoid Leprosy (Type T) (A30.1),112163
1745,1745,Diagnosis,Triplet pregnancy (finding),SAME-AS,SNOMED-CT,64254006,Triplet Pregnancy (O30.1),112188
1746,1746,Diagnosis,Traumatic amputation of finger (disorder),SAME-AS,SNOMED-CT,95855003,Traumatic Amputation of Finger(s) (S68.1),112245
1747.1,1747,Diagnosis,Absence of upper limb (finding),NARROWER-THAN,SNOMED-CT,449669007,Amputation of arm (T11.6),112250
1747.2,1747,Diagnosis,Amputee - limb (finding),NARROWER-THAN,SNOMED-CT,275530009,Amputation of arm (T11.6),112250
1748,1748,Diagnosis,Transitory tachypnea of newborn (disorder),SAME-AS,SNOMED-CT,7550008,Transitory tachypnea of newborn (P22.1),112264
1749.1,1749,Diagnosis,Cerebral ischemia (disorder),NARROWER-THAN,SNOMED-CT,287731003,Transient Cerebral Ischemia (G45.9),112276
1749.2,1749,Diagnosis,Transient ischemia (disorder),NARROWER-THAN,SNOMED-CT,57357009,Transient Cerebral Ischemia (G45.9),112276
1750,1750,Misc,Preoperative diagnosis (qualifier value),SAME-AS,SNOMED-CT,406520001,Pre-Operative Diagnosis,163034
1751,1751,Misc,Postoperative diagnosis (qualifier value),SAME-AS,SNOMED-CT,406521002,Post-Operative Diagnosis,163035
1753,1753,Misc,Nursing aid (occupation),SAME-AS,SNOMED-CT,73265009,Assistants,166010
1755,1755,Misc,Anesthesia care monitoring (regime/therapy),SAME-AS,SNOMED-CT,426623001,Monitored Anesthesia Care,161916
1757,1757,Misc,Brachial plexus block by axillary approach (procedure),SAME-AS,SNOMED-CT,231133002,Axillary Block,164251
1759,1759,Misc,Local anesthetic intravenous regional block (procedure),SAME-AS,SNOMED-CT,303355006,Intravenous Block,164247
1761,1761,Misc,Local anesthesia (procedure),SAME-AS,SNOMED-CT,386761002,Local Anesthesia,161914
1762,1762,Misc,Type of anesthetic (observable entity),SAME-AS,SNOMED-CT,399084002,Anesthesia Type,164254
1763,1763,Misc,Estimated blood loss (observable entity),SAME-AS,SNOMED-CT,409084000,Estimated Blood Loss,161928
1764,1764,Misc,Disease (disorder),NARROWER-THAN,SNOMED-CT,64572001,Complications,120240
1766,1766,Misc,Surgical drain (physical object),SAME-AS,SNOMED-CT,705718004,Drains,164240
1769,1769,Misc,Date of procedure (observable entity),SAME-AS,SNOMED-CT,439272007,Time of Procedure,160715
1771,1771,Finding,Eruption of skin (disorder),SAME-AS,SNOMED-CT,271807003,"Rash, nonvesicular, unspec.",512
1773,1773,Finding,Dyspnea (finding),SAME-AS,SNOMED-CT,267036007,Shortness of breath,141600
1776,1776,Finding,Sneezing (finding),SAME-AS,SNOMED-CT,76067001,Sneezing,126319
1777,1777,Finding,Sore throat (finding),SAME-AS,SNOMED-CT,267102003,Sore throat or pain with swallowing,158843
1778,1778,Finding,Loss of taste (finding),SAME-AS,SNOMED-CT,36955009,Loss of taste,135588
1779,1779,Finding,Loss of sense of smell (finding),SAME-AS,SNOMED-CT,44169009,Loss of smell,135589
1782,1782,Question,History of clinical finding in subject (situation),NARROWER-THAN,SNOMED-CT,417662000,Covid 19 Signs and Symptom in past 14 days,165656
3,3,Question,ATT DEFAULT ATTACHMENT,,openmrs,3,ATT DEFAULT ATTACHMENT,
4,4,Question,ATT IMAGE ATTACHMENT,,openmrs,4,ATT IMAGE ATTACHMENT,
28,28,LabSet,GeneXpert MTB/Rif Lab set,,openmrs,28,GeneXpert MTB/Rif Lab set,
31,31,Question,Bacillary burden as determined by quantitative cycle threshold,,openmrs,31,Bacillary burden as determined by quantitative cycle threshold,
35,35,Misc,Invalid,,openmrs,35,Invalid,
51,51,ConvSet,HIV test kits,,openmrs,51,HIV test kits,
52,52,Medical supply,Trinity Biotech Trinscreen HIV test kit,,openmrs,52,Trinity Biotech Trinscreen HIV test kit,
53,53,Medical supply,One Step HIV 1/2 testing kit,,openmrs,53,One Step HIV 1/2 testing kit,
56,56,Medical supply,Premier First Response(R) test kit,,openmrs,56,Premier First Response(R) test kit,
57,57,Medical supply,Abbott Determine(R) test kit,,openmrs,57,Abbott Determine(R) test kit,
65,65,ConvSet,Tests Orderability,,openmrs,65,Tests Orderability,
89,89,Finding,Four plus,,openmrs,89,Four plus,
136,136,LabSet,Urine microscopy panel,,openmrs,136,Urine microscopy panel,
145,145,Test,Spore presence in urine test,,openmrs,145,Spore presence in urine test,
150,150,Test,Trichomonas vaginalis in microscopy of saline mount,,openmrs,150,Trichomonas vaginalis in microscopy of saline mount,
246,246,ConvSet,Chemistry,,openmrs,246,Chemistry,
248,248,ConvSet,Hematology,,openmrs,248,Hematology,
249,249,ConvSet,Billable Services Set,,openmrs,249,Billable Services Set,
259,259,Misc,Hospital waiver,,openmrs,259,Hospital waiver,
263,263,Misc,Exempted from Insurance,,openmrs,263,Exempted from Insurance,
265,265,Misc,Health insurance,,openmrs,265,Health insurance,
266,266,Misc,Mobile money,,openmrs,266,Mobile money,
267,267,Misc,Credit card,,openmrs,267,Credit card,
268,268,Misc,Cash,,openmrs,268,Cash,
269,269,Question,Method of payment,,openmrs,269,Method of payment,
270,270,Misc,Euro,,openmrs,270,Euro,
271,271,Misc,Ugandan shilling,,openmrs,271,Ugandan shilling,
272,272,Misc,Tanzanian shilling,,openmrs,272,Tanzanian shilling,
273,273,Misc,Nigerian naira,,openmrs,273,Nigerian naira,
274,274,Misc,Kenyan shilling,,openmrs,274,Kenyan shilling,
275,275,Misc,Ethiopian birr,,openmrs,275,Ethiopian birr,
276,276,Question,Billable service,,openmrs,276,Billable service,
277,277,Misc,Equitel Pay,,openmrs,277,Equitel Pay,
278,278,Misc,Tigo Pesa,,openmrs,278,Tigo Pesa,
279,279,Misc,MTN MoMo,,openmrs,279,MTN MoMo,
280,280,Misc,Orange Money,,openmrs,280,Orange Money,
281,281,Misc,Airtel Money,,openmrs,281,Airtel Money,
283,283,Misc,M-Pesa,,openmrs,283,M-Pesa,
284,284,Question,Mobile money type,,openmrs,284,Mobile money type,
286,286,ConvSet,Billing status set,,openmrs,286,Billing status set,
291,291,ConvSet,Charge item status set,,openmrs,291,Charge item status set,
292,292,Question,Invoice total,,openmrs,292,Invoice total,
293,293,Question,Invoice total net taxes,,openmrs,293,Invoice total net taxes,
294,294,Question,Invoice price,,openmrs,294,Invoice price,
295,295,Question,Invoice line number,,openmrs,295,Invoice line number,
355,355,ConvSet,Imaging procedure history,,openmrs,355,Imaging procedure history,
402,402,Diagnosis,HIV resulting in other conditions,,openmrs,402,HIV resulting in other conditions,
421,421,ConvSet,Dispensing units,,openmrs,421,Dispensing units,
487,487,ConvSet,Allergens Options,,openmrs,487,Allergens Options,
505,505,ConvSet,Reference application allergic reactions,,openmrs,505,Reference application allergic reactions,
506,506,ConvSet,Reference application common environmental allergens,,openmrs,506,Reference application common environmental allergens,
507,507,ConvSet,Reference application common food allergens,,openmrs,507,Reference application common food allergens,
508,508,ConvSet,Reference application common drug allergens,,openmrs,508,Reference application common drug allergens,
509,509,Misc,Strawberries,,openmrs,509,Strawberries,
516,516,Misc,Ragweed,,openmrs,516,Ragweed,
522,522,Pharmacologic Drug Class,NSAIDs,,openmrs,522,NSAIDs,
523,523,Pharmacologic Drug Class,Heparins,,openmrs,523,Heparins,
524,524,Pharmacologic Drug Class,Cephalosporins,,openmrs,524,Cephalosporins,
527,527,Pharmacologic Drug Class,Penicillins,,openmrs,527,Penicillins,
529,529,Misc,Soy,,openmrs,529,Soy,
563,563,Pharmacologic Drug Class,Erythromycins,,openmrs,563,Erythromycins,
564,564,Pharmacologic Drug Class,Statins,,openmrs,564,Statins,
567,567,Pharmacologic Drug Class,Sulfonamides,,openmrs,567,Sulfonamides,
640,640,ConvSet,Status,,openmrs,640,Status,
644,644,ConvSet,Service,,openmrs,644,Service,
646,646,ConvSet,Priority,,openmrs,646,Priority,
647,647,Misc,Not Urgent,,openmrs,647,Not Urgent,
654,654,ConvSet,Medication dispense status reason,,openmrs,654,Medication dispense status reason,
655,655,Misc,Washout period,,openmrs,655,Washout period,
656,656,Misc,Surgery planned,,openmrs,656,Surgery planned,
667,667,Misc,Stale-dated order,,openmrs,667,Stale-dated order,
669,669,ConvSet,SubstanceAdminSubstitutionReason,,openmrs,669,SubstanceAdminSubstitutionReason,
670,670,Misc,Regulatory requirement,,openmrs,670,Regulatory requirement,
671,671,Misc,Formulary policy,,openmrs,671,Formulary policy,
672,672,ConvSet,ActSubstanceAdminSubstitutionCode,,openmrs,672,ActSubstanceAdminSubstitutionCode,
673,673,Misc,Formulary substitution,,openmrs,673,Formulary substitution,
674,674,Misc,Therapeutic generic substitution,,openmrs,674,Therapeutic generic substitution,
675,675,Misc,Therapeutic brand substitution,,openmrs,675,Therapeutic brand substitution,
676,676,Misc,Therapeutic alternative substitution,,openmrs,676,Therapeutic alternative substitution,
677,677,Misc,Generic composition substitution,,openmrs,677,Generic composition substitution,
678,678,Misc,Brand composition substitution,,openmrs,678,Brand composition substitution,
679,679,Misc,Equivalent composition substitution,,openmrs,679,Equivalent composition substitution,
680,680,Misc,Equivalent substitution,,openmrs,680,Equivalent substitution,
689,689,Misc,Example Option 3,,openmrs,689,Example Option 3,
690,690,Misc,Example Option 2,,openmrs,690,Example Option 2,
691,691,Misc,Example Option 1,,openmrs,691,Example Option 1,
693,693,Misc,date,,openmrs,693,date,
695,695,Misc,radio,,openmrs,695,radio,
696,696,Misc,number,,openmrs,696,number,
697,697,Misc,text area field,,openmrs,697,text area field,
698,698,Misc,text field,,openmrs,698,text field,
703,703,ConvSet,Inpatient disposition construct,,openmrs,703,Inpatient disposition construct,
713,713,Question,Assessment,,openmrs,713,Assessment,
723,723,Question,Current drugs used,,openmrs,723,Current drugs used,
727,727,Misc Order,Diagnostic testing and counseling for HIV,,openmrs,727,Diagnostic testing and counseling for HIV,
755,755,Finding,Dosing change,,openmrs,755,Dosing change,
791,791,Misc Order,Voluntary counseling and testing for HIV,,openmrs,791,Voluntary counseling and testing for HIV,
874,874,Misc,Recurrence of disease,,openmrs,874,Recurrence of disease,
897,897,Question,HIV self-test performed,,openmrs,897,HIV self-test performed,
900,900,Finding,Condition clinical status,,openmrs,900,Condition clinical status,
913,913,Question,HIV test date,,openmrs,913,HIV test date,
916,916,Question,Visit type,,openmrs,916,Visit type,
930,930,Question,Smoking status,,openmrs,930,Smoking status,
934,934,Finding,Current some day smoker,,openmrs,934,Current some day smoker,
935,935,Finding,Current light tobacco smoker,,openmrs,935,Current light tobacco smoker,
936,936,Finding,Current heavy tobacco smoker,,openmrs,936,Current heavy tobacco smoker,
963,963,Question,Text of encounter note,,openmrs,963,Text of encounter note,
964,964,Question,Patient-generated history: Family history section text,,openmrs,964,Patient-generated history: Family history section text,
966,966,Question,Test name,,openmrs,966,Test name,
968,968,Misc,Patient-reported,,openmrs,968,Patient-reported,
969,969,Misc Order,Change regimen,,openmrs,969,Change regimen,
970,970,Misc Order,Change formulation,,openmrs,970,Change formulation,
978,978,Question,Antiretroviral plan,,openmrs,978,Antiretroviral plan,
992,992,Diagnosis,Papular pruritic eruption,,openmrs,992,Papular pruritic eruption,
1010,1010,Misc,Return visit type,,openmrs,1010,Return visit type,
1011,1011,Misc,Tuberculosis Visit,,openmrs,1011,Tuberculosis Visit,
1012,1012,Misc,Preventing Mother to Child Transmission Visit,,openmrs,1012,Preventing Mother to Child Transmission Visit,
1013,1013,Misc,Kaposi Sarcoma Visit,,openmrs,1013,Kaposi Sarcoma Visit,
1014,1014,Misc,Early Infant Diagnosis Visit,,openmrs,1014,Early Infant Diagnosis Visit,
1015,1015,Misc,Pre-ART Visit,,openmrs,1015,Pre-ART Visit,
1016,1016,Misc,Antiretroviral Treatment Visit,,openmrs,1016,Antiretroviral Treatment Visit,
1019,1019,Misc,Pharmacy Visit,,openmrs,1019,Pharmacy Visit,
1034,1034,Finding,Diagnosis order,,openmrs,1034,Diagnosis order,
1038,1038,Question,Detailed location information,,openmrs,1038,Detailed location information,
1039,1039,Misc,Maternal and child health program,,openmrs,1039,Maternal and child health program,
1047,1047,Question,reuse,,openmrs,1047,reuse,
1111,1111,Finding,Daily cigarette use,,openmrs,1111,Daily cigarette use,
1148,1148,Question,History of HIV test,,openmrs,1148,History of HIV test,
1155,1155,Misc,Never,,openmrs,1155,Never,
1199,1199,Misc Order,Current immunization orders,,openmrs,1199,Current immunization orders,
1209,1209,Finding,Immunization sequence number,,openmrs,1209,Immunization sequence number,
1211,1211,Finding,Vaccination date,,openmrs,1211,Vaccination date,
1230,1230,Misc,Patient Identification Photo,,openmrs,1230,Patient Identification Photo,
1249,1249,Drug,Amlodipine & Atenolol,,openmrs,1249,Amlodipine & Atenolol,
1253,1253,Drug,Amoxicillin & Cloxacillin,,openmrs,1253,Amoxicillin & Cloxacillin,
1288,1288,Drug,Clotrimazole & Lignocaine,,openmrs,1288,Clotrimazole & Lignocaine,
1290,1290,Drug,Clove Oil,,openmrs,1290,Clove Oil,
1294,1294,Drug,Cremaffin,,openmrs,1294,Cremaffin,
1311,1311,Drug,Etophylline & Theophylline,,openmrs,1311,Etophylline & Theophylline,
1322,1322,Drug,Gamma Benzene Hexachloride & Cetrimide,,openmrs,1322,Gamma Benzene Hexachloride & Cetrimide,
1326,1326,Drug,Glycerine & Sodium Chloride Enema,,openmrs,1326,Glycerine & Sodium Chloride Enema,
1330,1330,Drug,Hydrogen Peroxide,,openmrs,1330,Hydrogen Peroxide,
1333,1333,Drug,Ibuprofen & Paracetamol,,openmrs,1333,Ibuprofen & Paracetamol,
1357,1357,Drug,"Metronidazole, Chlorhexidine, Lignocaine & Menthol",,openmrs,1357,"Metronidazole, Chlorhexidine, Lignocaine & Menthol",
1371,1371,Drug,Oral Hormonal Contraceptive Pills,,openmrs,1371,Oral Hormonal Contraceptive Pills,
1375,1375,Drug,P Dextrose And Electrolyte Solution,,openmrs,1375,P Dextrose And Electrolyte Solution,
1377,1377,Drug,Paracetamol & Codeine Phosphate,,openmrs,1377,Paracetamol & Codeine Phosphate,
1379,1379,Drug,Paradichloro Benzene,,openmrs,1379,Paradichloro Benzene,
1385,1385,Drug,Pilex,,openmrs,1385,Pilex,
1402,1402,Drug,Salbutamol & Bromhexine,,openmrs,1402,Salbutamol & Bromhexine,
1417,1417,Drug,Trypsin Chymotrypsin,,openmrs,1417,Trypsin Chymotrypsin,
1436,1436,Drug,Gamma-Hexachlorocyclohexane,,openmrs,1436,Gamma-Hexachlorocyclohexane,
1442,1442,Drug,Fluticasone Furoate & Vilanterol,,openmrs,1442,Fluticasone Furoate & Vilanterol,
1454,1454,Drug,"Peanut, Sugar, Vegetable oil, Milk, Vitamins, minerals",,openmrs,1454,"Peanut, Sugar, Vegetable oil, Milk, Vitamins, minerals",
1471,1471,Drug,Aclidinium Bromide,,openmrs,1471,Aclidinium Bromide,
1476,1476,Drug,Corticosteroid,,openmrs,1476,Corticosteroid,
1477,1477,Drug,Emollient Lotion,,openmrs,1477,Emollient Lotion,
1487,1487,Drug,Saline flush,,openmrs,1487,Saline flush,
1491,1491,Drug,Eye glasses,,openmrs,1491,Eye glasses,
1492,1492,Drug,Orthopedic device,,openmrs,1492,Orthopedic device,
1494,1494,Drug,Alpha Methyl Dopa,,openmrs,1494,Alpha Methyl Dopa,
1504,1504,Drug,Ferrous Folate,,openmrs,1504,Ferrous Folate,
1505,1505,Drug,Fungobacter,,openmrs,1505,Fungobacter,
1509,1509,Drug,Metronidazole and Nystatin,,openmrs,1509,Metronidazole and Nystatin,
1515,1515,Drug,"Acetaminophen,Pseudo-ephedrine,Dextrometorphan,Chlorpheniramine",,openmrs,1515,"Acetaminophen,Pseudo-ephedrine,Dextrometorphan,Chlorpheniramine",
1517,1517,Drug,Amino Acids and Vitamins,,openmrs,1517,Amino Acids and Vitamins,
1521,1521,Drug,"Rifampicine, Isoniazide, Ethambutol, pyrazinamide",,openmrs,1521,"Rifampicine, Isoniazide, Ethambutol, pyrazinamide",
1523,1523,MedSet,Albendazole and Vitamin A Set,,openmrs,1523,Albendazole and Vitamin A Set,
1538,1538,Drug,Multivitamin & Lysine,,openmrs,1538,Multivitamin & Lysine,
1562,1562,Drug,Insulin (Fast & Long Acting),,openmrs,1562,Insulin (Fast & Long Acting),
1570,1570,Drug,Sodium phosphate (Fleet's),,openmrs,1570,Sodium phosphate (Fleet's),
1571,1571,Drug,"Nitrofurasone, Neomycin, Dexamethasone (Otofuran®)",,openmrs,1571,"Nitrofurasone, Neomycin, Dexamethasone (Otofuran®)",
1577,1577,Drug,Sodium hyaluronate & Oxymetazoline,,openmrs,1577,Sodium hyaluronate & Oxymetazoline,
1592,1592,Drug,Mineral oil,,openmrs,1592,Mineral oil,
1598,1598,Drug,Benzathine penicillin,,openmrs,1598,Benzathine penicillin,
1599,1599,Drug,Benzyl penicillin,,openmrs,1599,Benzyl penicillin,
1611,1611,Drug,Atazanavir & Ritonavir,,openmrs,1611,Atazanavir & Ritonavir,
1635,1635,Drug,Ready-to-Use Supplementary Foods,,openmrs,1635,Ready-to-Use Supplementary Foods,
1638,1638,Drug,Calcium & vit,,openmrs,1638,Calcium & vit,
1642,1642,Drug,Cortisone & antibiotic & antimycotic,,openmrs,1642,Cortisone & antibiotic & antimycotic,
1653,1653,Drug,Hialorunate de Na+ et oxymetazoline,,openmrs,1653,Hialorunate de Na+ et oxymetazoline,
1659,1659,Drug,MTV & Fer gttes (pr neonato),,openmrs,1659,MTV & Fer gttes (pr neonato),
1662,1662,Drug,Parenteral nutrition (peripheral at least),,openmrs,1662,Parenteral nutrition (peripheral at least),
1680,1680,Drug,Eucalyptus & Diphenhydramine & Phenylephrine,,openmrs,1680,Eucalyptus & Diphenhydramine & Phenylephrine,
1682,1682,Drug,Boric acid & Antipyrine & Ephedrine,,openmrs,1682,Boric acid & Antipyrine & Ephedrine,
1683,1683,Drug,Belladona & Phenobarbital,,openmrs,1683,Belladona & Phenobarbital,
1684,1684,Drug,Dequalinium & Lidocaine,,openmrs,1684,Dequalinium & Lidocaine,
1685,1685,Drug,Diclofenac & Vitamin B complex,,openmrs,1685,Diclofenac & Vitamin B complex,
1686,1686,Drug,Diclofenac & Methocarbamol & Paracetamol,,openmrs,1686,Diclofenac & Methocarbamol & Paracetamol,
1690,1690,Drug,Nystatin & Zinc Oxide,,openmrs,1690,Nystatin & Zinc Oxide,
1691,1691,Drug,Multivitamin & Iron,,openmrs,1691,Multivitamin & Iron,
1708,1708,Misc,Prevention of Maternal to Child HIV transmissio,,openmrs,1708,Prevention of Maternal to Child HIV transmissio,
1709,1709,Misc,HIV treatment status,,openmrs,1709,HIV treatment status,
1710,1710,Misc,Program status,,openmrs,1710,Program status,
1711,1711,Misc,On Antiretrovirals Treatment,,openmrs,1711,On Antiretrovirals Treatment,
1713,1713,Misc,Never started,,openmrs,1713,Never started,
1717,1717,Diagnosis,Acute rheumatic fever (I00),,openmrs,1717,Acute rheumatic fever (I00),
1752,1752,Misc,Procedure,,openmrs,1752,Procedure,
1754,1754,Misc,General,,openmrs,1754,General,
1756,1756,Misc,Knee Block,,openmrs,1756,Knee Block,
1758,1758,Misc,Interscalene Block,,openmrs,1758,Interscalene Block,
1760,1760,Misc,Local Anesthesia and Sedation,,openmrs,1760,Local Anesthesia and Sedation,
1765,1765,Misc,Specimens,,openmrs,1765,Specimens,
1767,1767,Misc,Condition upon discharge from OR,,openmrs,1767,Condition upon discharge from OR,
1768,1768,Misc,Surgeon,,openmrs,1768,Surgeon,
1770,1770,Misc,Post-Operative Instructions,,openmrs,1770,Post-Operative Instructions,
1772,1772,Finding,Congestion,,openmrs,1772,Congestion,
1774,1774,Finding,Onset Date,,openmrs,1774,Onset Date,
1775,1775,Question,Presence of Symptoms,,openmrs,1775,Presence of Symptoms,
1780,1780,Finding,"Diarrea, Vomiting or Abdominal pain",,openmrs,1780,"Diarrea, Vomiting or Abdominal pain",
1781,1781,Finding,Practicing social distancing,,openmrs,1781,Practicing social distancing,
1783,1783,ConvSet,Covid 19 Signs and Symptom Set,,openmrs,1783,Covid 19 Signs and Symptom Set,
1784,1784,Question,Tested for COVID 19,,openmrs,1784,Tested for COVID 19,
1785,1785,Misc,Respiratory PCR,,openmrs,1785,Respiratory PCR,
1786,1786,Misc,Rapid blood test,,openmrs,1786,Rapid blood test,
1787,1787,Misc,ELISA blood test,,openmrs,1787,ELISA blood test,
1788,1788,Question,Test Done,,openmrs,1788,Test Done,
1789,1789,Question,Test Results,,openmrs,1789,Test Results,
1790,1790,ConvSet,Covid 19 Test Set,,openmrs,1790,Covid 19 Test Set,
1791,1791,Misc,Session Name,,openmrs,1791,Session Name,
1792,1792,Misc,Session Date,,openmrs,1792,Session Date,
1793,1793,Misc,Practitioner,,openmrs,1793,Practitioner,
